entry_time,exit_time,direction,entry,exit,sl,target,pnl,result,strategy
2026-03-23 09:49:00+05:30,2026-03-23 09:57:00+05:30,SHORT,52042.1,51902.27,52112.02,51902.27,139.83,TP,BankNifty|1m|S07_DayHighBreakout
2026-03-23 10:00:00+05:30,2026-03-23 10:05:00+05:30,SHORT,51845.8,51920.75,51920.75,51695.9,-74.95,SL,BankNifty|1m|S07_DayHighBreakout
2026-03-23 10:21:00+05:30,2026-03-23 10:37:00+05:30,SHORT,51776.1,51832.81,51832.81,51662.68,-56.71,SL,BankNifty|1m|S07_DayHighBreakout
2026-03-23 10:51:00+05:30,2026-03-23 11:01:00+05:30,SHORT,51700.3,51589.61,51755.65,51589.61,110.69,TP,BankNifty|1m|S07_DayHighBreakout
2026-03-23 15:05:00+05:30,2026-03-23 15:29:00+05:30,SHORT,51471.35,51446.15,51557.0,51300.06,25.2,EOD,BankNifty|1m|S07_DayHighBreakout
2026-03-24 09:17:00+05:30,2026-03-24 09:25:00+05:30,SHORT,52187.55,52356.37,52356.37,51849.91,-168.82,SL,BankNifty|1m|S07_DayHighBreakout
2026-03-24 09:28:00+05:30,2026-03-24 09:39:00+05:30,LONG,52450.4,52236.16,52236.16,52878.88,-214.24,SL,BankNifty|1m|S07_DayHighBreakout
2026-03-24 09:46:00+05:30,2026-03-24 09:55:00+05:30,SHORT,52126.1,52224.35,52224.35,51929.6,-98.25,SL,BankNifty|1m|S07_DayHighBreakout
2026-03-24 10:08:00+05:30,2026-03-24 10:16:00+05:30,SHORT,52043.65,52113.37,52113.37,51904.2,-69.72,SL,BankNifty|1m|S07_DayHighBreakout
2026-03-24 10:35:00+05:30,2026-03-24 10:48:00+05:30,SHORT,51961.2,52027.2,52027.2,51829.2,-66.0,SL,BankNifty|1m|S07_DayHighBreakout
2026-03-24 10:59:00+05:30,2026-03-24 11:04:00+05:30,SHORT,51857.7,51938.03,51938.03,51697.04,-80.33,SL,BankNifty|1m|S07_DayHighBreakout
2026-03-24 12:36:00+05:30,2026-03-24 12:52:00+05:30,LONG,52529.4,52792.56,52397.82,52792.56,263.16,TP,BankNifty|1m|S07_DayHighBreakout
2026-03-24 13:36:00+05:30,2026-03-24 13:39:00+05:30,LONG,52904.55,52841.85,52841.85,53029.95,-62.7,SL,BankNifty|1m|S07_DayHighBreakout
2026-03-24 13:43:00+05:30,2026-03-24 13:45:00+05:30,LONG,52938.25,52866.71,52866.71,53081.34,-71.54,SL,BankNifty|1m|S07_DayHighBreakout
2026-03-25 09:17:00+05:30,2026-03-25 09:35:00+05:30,LONG,53370.05,53595.51,53257.32,53595.51,225.46,TP,BankNifty|1m|S07_DayHighBreakout
2026-03-25 09:44:00+05:30,2026-03-25 10:06:00+05:30,LONG,53645.25,53580.94,53580.94,53773.88,-64.31,SL,BankNifty|1m|S07_DayHighBreakout
2026-03-25 10:19:00+05:30,2026-03-25 10:22:00+05:30,LONG,53748.85,53684.16,53684.16,53878.24,-64.69,SL,BankNifty|1m|S07_DayHighBreakout
2026-03-25 10:43:00+05:30,2026-03-25 10:43:00+05:30,LONG,53759.8,53862.66,53708.37,53862.66,102.86,TP,BankNifty|1m|S07_DayHighBreakout
2026-03-25 10:46:00+05:30,2026-03-25 11:08:00+05:30,LONG,53871.3,53979.53,53817.19,53979.53,108.23,TP,BankNifty|1m|S07_DayHighBreakout
2026-03-25 11:16:00+05:30,2026-03-25 11:17:00+05:30,LONG,53999.5,53950.69,53950.69,54097.13,-48.81,SL,BankNifty|1m|S07_DayHighBreakout
2026-03-25 12:09:00+05:30,2026-03-25 12:14:00+05:30,LONG,54008.1,54095.63,53964.34,54095.63,87.53,TP,BankNifty|1m|S07_DayHighBreakout
2026-03-25 12:34:00+05:30,2026-03-25 12:37:00+05:30,LONG,54121.15,54072.51,54072.51,54218.42,-48.64,SL,BankNifty|1m|S07_DayHighBreakout
2026-03-27 09:17:00+05:30,2026-03-27 09:30:00+05:30,SHORT,53001.55,52751.47,53126.59,52751.47,250.08,TP,BankNifty|1m|S07_DayHighBreakout
2026-03-27 09:35:00+05:30,2026-03-27 10:54:00+05:30,SHORT,52740.5,52561.98,52829.76,52561.98,178.52,TP,BankNifty|1m|S07_DayHighBreakout
2026-03-27 11:20:00+05:30,2026-03-27 11:29:00+05:30,SHORT,52528.05,52442.55,52570.8,52442.55,85.5,TP,BankNifty|1m|S07_DayHighBreakout
2026-03-27 14:32:00+05:30,2026-03-27 14:36:00+05:30,SHORT,52397.75,52326.95,52433.15,52326.95,70.8,TP,BankNifty|1m|S07_DayHighBreakout
2026-03-27 14:39:00+05:30,2026-03-27 14:42:00+05:30,SHORT,52291.75,52340.17,52340.17,52194.9,-48.42,SL,BankNifty|1m|S07_DayHighBreakout
2026-03-24 09:16:00+05:30,2026-03-24 09:26:00+05:30,SHORT,52222.85,52383.96,52383.96,51900.63,-161.11,SL,BankNifty|1m|S08_GapFilling
2026-03-25 09:16:00+05:30,2026-03-25 09:21:00+05:30,SHORT,53359.45,53477.55,53477.55,53123.24,-118.1,SL,BankNifty|1m|S08_GapFilling
2026-03-27 09:16:00+05:30,2026-03-27 09:16:00+05:30,LONG,53053.95,52940.08,52940.08,53281.68,-113.87,SL,BankNifty|1m|S08_GapFilling
2026-03-23 09:36:00+05:30,2026-03-23 09:47:00+05:30,LONG,52203.7,52133.38,52133.38,52344.34,-70.32,SL,BankNifty|1m|S09_MATrendFollow
2026-03-23 10:40:00+05:30,2026-03-23 10:51:00+05:30,SHORT,51785.3,51667.57,51844.17,51667.57,117.73,TP,BankNifty|1m|S09_MATrendFollow
2026-03-23 11:43:00+05:30,2026-03-23 11:52:00+05:30,SHORT,51703.15,51760.5,51760.5,51588.45,-57.35,SL,BankNifty|1m|S09_MATrendFollow
2026-03-23 12:02:00+05:30,2026-03-23 12:07:00+05:30,LONG,51748.95,51695.59,51695.59,51855.66,-53.36,SL,BankNifty|1m|S09_MATrendFollow
